,Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
67,68,528456160,20,3,92.0,9215,0,-1.0,0,0,0,0,0,4,0,0,0,0,7,5,2009,2010,0,0,1,1,-1,0.0,3,2,1,3.0,2.0,1,4,0.0,4,0.0,1218.0,1218.0,0,4,1,0,1218,0,0,1218,0.0,0.0,2,0,2,1,3,4,0,0,-1.0,0,2009.0,1.0,2.0,676.0,2.0,2.0,1,0,136,0,0,0,0,-1.0,-1,-1,0,4,2010,1,1,204500
68,69,528458070,60,3,72.0,8640,0,-1.0,0,0,0,0,0,4,0,0,0,1,7,5,2009,2009,1,0,1,1,-1,0.0,2,2,1,3.0,2.0,2,3,24.0,4,0.0,732.0,756.0,0,4,1,0,764,783,0,1547,0.0,0.0,2,1,3,1,3,7,0,0,-1.0,0,2009.0,0.0,2.0,614.0,2.0,2.0,1,169,45,0,0,0,0,-1.0,-1,-1,0,6,2010,4,0,215200
69,70,528458110,20,3,75.0,9000,0,-1.0,0,0,0,0,0,4,0,0,0,0,8,5,2008,2008,1,0,1,1,0,36.0,3,2,1,3.0,2.0,3,3,1078.0,4,0.0,488.0,1566.0,0,4,1,0,1566,0,0,1566,1.0,0.0,2,0,3,1,3,7,0,0,-1.0,0,2008.0,1.0,2.0,750.0,2.0,2.0,1,144,168,0,0,0,0,-1.0,-1,-1,0,4,2010,0,0,262500
70,71,528477080,60,3,100.0,12552,0,-1.0,0,0,0,1,0,4,0,0,0,1,7,5,2004,2005,1,0,1,1,-1,0.0,3,2,1,3.0,2.0,1,3,222.0,4,0.0,769.0,991.0,0,4,1,0,991,956,0,1947,0.0,0.0,2,1,3,1,3,8,0,1,3.0,0,2004.0,1.0,2.0,678.0,2.0,2.0,1,0,136,0,0,0,0,-1.0,3,-1,0,5,2010,0,0,254900
71,72,528480090,20,3,84.0,10440,0,-1.0,0,0,0,1,0,4,0,0,0,0,6,5,2005,2005,1,0,1,1,-1,0.0,3,2,1,4.0,2.0,1,3,1414.0,4,0.0,54.0,1468.0,0,4,1,0,1468,0,0,1468,1.0,0.0,2,0,2,1,3,6,0,1,3.0,0,2005.0,2.0,2.0,528.0,2.0,2.0,1,0,102,0,0,216,0,-1.0,-1,-1,0,5,2010,0,0,271500
72,73,531367050,60,6,76.0,10142,0,-1.0,1,0,0,0,0,10,0,0,0,1,7,5,2004,2004,1,0,1,1,-1,0.0,3,2,1,3.0,2.0,1,3,656.0,4,0.0,300.0,956.0,0,4,1,0,956,1128,0,2084,1.0,0.0,2,1,4,1,3,8,0,0,-1.0,1,2004.0,1.0,2.0,618.0,2.0,2.0,1,0,45,0,0,0,0,-1.0,-1,-1,0,1,2010,0,0,233000
73,74,531369060,60,6,70.0,11920,0,-1.0,0,0,0,0,0,10,0,0,0,1,7,5,2004,2004,1,0,1,1,2,122.0,3,2,1,3.0,2.0,3,4,0.0,4,0.0,831.0,831.0,0,4,1,0,831,828,0,1659,0.0,0.0,2,1,3,1,3,8,0,0,-1.0,0,2004.0,1.0,2.0,484.0,2.0,2.0,1,144,68,0,0,0,0,-1.0,-1,-1,0,4,2010,0,0,181000
75,76,531451110,120,6,50.0,8012,0,-1.0,0,0,0,0,0,10,0,0,3,0,6,5,1980,1980,1,0,5,0,-1,0.0,2,2,0,3.0,2.0,1,0,543.0,0,119.0,261.0,923.0,0,2,1,0,923,0,0,923,0.0,0.0,2,0,2,1,2,5,0,1,2.0,0,1980.0,1.0,1.0,264.0,2.0,2.0,1,80,0,0,0,0,0,-1.0,-1,-1,0,5,2010,0,0,143000
76,77,531451280,60,6,70.0,11218,0,-1.0,0,0,0,0,0,10,0,0,0,1,6,5,1992,1992,1,0,2,2,-1,0.0,3,2,1,3.0,2.0,1,4,0.0,4,0.0,1055.0,1055.0,0,4,1,0,1055,790,0,1845,0.0,0.0,2,1,3,1,3,8,0,1,2.0,0,1992.0,1.0,2.0,462.0,2.0,2.0,1,635,104,0,0,0,0,-1.0,2,2,400,5,2010,0,0,189000
77,78,531452020,120,6,55.0,7892,0,-1.0,0,0,0,0,0,10,0,0,3,0,6,5,1979,1979,1,0,5,0,-1,0.0,2,2,0,3.0,2.0,1,4,0.0,4,0.0,918.0,918.0,0,2,1,0,918,0,0,918,0.0,0.0,2,0,2,1,2,5,0,1,2.0,0,1979.0,0.0,1.0,264.0,2.0,2.0,1,28,0,0,0,0,0,-1.0,-1,-1,0,4,2010,0,0,99500
78,79,531452050,120,6,50.0,7175,0,-1.0,0,0,0,0,0,10,0,0,3,0,6,5,1984,1984,1,0,5,0,-1,0.0,2,2,0,3.0,2.0,1,2,623.0,5,121.0,0.0,744.0,0,2,1,0,752,0,0,752,1.0,0.0,1,0,2,1,2,4,0,0,-1.0,0,1984.0,0.0,1.0,264.0,2.0,2.0,1,353,0,0,0,90,0,-1.0,1,-1,0,2,2010,0,0,125000
80,81,531453010,20,6,81.0,9672,0,-1.0,0,0,0,1,0,10,0,0,0,0,6,5,1984,1985,0,0,4,0,-1,0.0,2,2,1,3.0,2.0,1,3,338.0,4,0.0,702.0,1040.0,0,2,1,0,1097,0,0,1097,0.0,0.0,2,0,3,1,2,6,0,0,-1.0,0,1986.0,0.0,2.0,480.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,2,-1,0,5,2010,0,0,152000
81,82,531453040,60,6,70.0,8400,0,-1.0,0,0,0,0,0,10,0,0,0,1,6,6,1980,1981,1,0,4,5,2,130.0,2,2,0,3.0,2.0,1,4,0.0,4,0.0,650.0,650.0,0,2,1,0,888,676,0,1564,0.0,0.0,2,1,3,1,2,7,0,1,2.0,0,1980.0,0.0,2.0,476.0,2.0,2.0,1,0,50,0,0,204,0,-1.0,1,-1,0,4,2010,0,0,171000
82,83,531477050,30,5,70.0,9800,0,-1.0,0,0,0,1,0,10,1,0,0,0,5,5,1920,1950,1,0,2,2,-1,0.0,2,1,3,2.0,2.0,1,4,0.0,4,0.0,816.0,816.0,0,2,0,1,1012,0,0,1012,0.0,0.0,1,0,2,1,2,5,0,0,-1.0,3,1920.0,0.0,1.0,429.0,2.0,2.0,1,121,0,80,0,0,0,-1.0,-1,-1,0,4,2010,0,0,67500
83,84,532351140,90,8,68.0,8930,0,-1.0,0,0,0,0,0,11,4,0,2,2,6,5,1978,1978,1,0,1,1,-1,0.0,2,2,4,-1.0,-1.0,-1,-1,0.0,-1,0.0,0.0,0.0,0,2,1,0,1318,584,0,1902,0.0,0.0,2,0,4,2,2,8,0,0,-1.0,0,1978.0,0.0,2.0,539.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,4,2010,0,0,112000
84,85,532354090,85,6,88.0,11782,0,-1.0,1,0,0,0,0,11,0,0,0,3,5,7,1961,1995,1,0,4,5,-1,0.0,2,2,0,2.0,2.0,3,2,899.0,4,0.0,210.0,1109.0,0,2,1,0,1155,0,0,1155,1.0,0.0,1,0,3,1,3,6,3,0,-1.0,3,1987.0,0.0,2.0,576.0,2.0,2.0,1,192,0,0,0,0,0,-1.0,1,2,400,6,2010,0,0,148000
85,86,532376160,20,6,65.0,8450,0,-1.0,0,0,0,0,0,11,4,0,0,0,5,8,1965,2009,1,0,6,7,-1,0.0,2,3,0,2.0,2.0,1,3,553.0,0,117.0,224.0,894.0,0,4,1,0,894,0,0,894,1.0,0.0,1,0,3,1,2,5,0,1,3.0,3,1973.0,0.0,1.0,336.0,2.0,2.0,1,416,144,0,0,0,0,-1.0,1,-1,0,4,2010,0,0,138500
87,88,532377100,20,6,75.0,7500,0,-1.0,0,0,0,1,0,11,1,0,0,0,5,5,1963,1963,1,0,4,5,-1,0.0,2,2,0,2.0,2.0,1,2,824.0,4,0.0,216.0,1040.0,0,1,1,0,1040,0,0,1040,1.0,0.0,1,1,3,1,2,5,0,0,-1.0,0,1963.0,2.0,1.0,308.0,2.0,2.0,1,0,0,220,0,0,0,-1.0,1,-1,0,6,2010,0,0,133000
89,90,532479070,20,6,39.0,15410,0,-1.0,1,0,0,2,0,11,3,0,0,0,6,6,1974,2002,0,0,5,0,3,250.0,2,3,0,2.0,2.0,0,0,126.0,3,859.0,223.0,1208.0,0,4,1,0,1494,0,0,1494,1.0,0.0,2,0,3,1,2,7,0,2,1.0,0,1974.0,2.0,2.0,461.0,2.0,2.0,1,296,0,186,0,0,0,-1.0,2,-1,0,4,2010,0,3,169000
90,91,533130020,60,6,107.0,10186,0,-1.0,1,0,0,0,0,9,0,0,0,1,7,5,1992,1992,1,0,4,5,-1,0.0,3,2,1,3.0,2.0,1,3,674.0,4,0.0,76.0,750.0,0,4,1,0,1061,862,0,1923,1.0,0.0,2,1,3,1,3,8,0,1,2.0,0,1992.0,1.0,2.0,564.0,2.0,2.0,1,240,39,0,0,0,0,-1.0,-1,-1,0,6,2010,0,0,190000
91,92,533130130,60,6,85.0,13143,0,-1.0,1,0,0,0,0,9,0,0,0,1,8,5,1993,1993,1,0,4,8,2,504.0,3,2,1,3.0,2.0,1,5,250.0,3,981.0,0.0,1231.0,0,4,1,0,1251,1098,0,2349,1.0,0.0,2,1,4,1,3,9,0,1,2.0,0,1993.0,1.0,3.0,762.0,2.0,2.0,1,32,130,0,0,0,0,-1.0,-1,-1,0,6,2010,0,0,362500
92,93,533130160,60,6,88.0,11134,0,-1.0,0,0,0,0,0,9,0,0,0,1,8,5,1992,1993,1,0,4,5,2,180.0,3,2,1,3.0,2.0,1,3,1129.0,4,0.0,261.0,1390.0,0,4,1,0,1402,823,0,2225,1.0,0.0,2,1,4,1,3,7,0,1,2.0,0,1992.0,1.0,3.0,713.0,2.0,2.0,1,198,30,0,0,0,0,-1.0,-1,-1,0,6,2010,0,0,285000
93,94,533205060,120,3,25.0,4835,0,-1.0,1,0,0,2,0,4,0,0,3,0,7,5,2004,2005,1,0,6,7,-1,0.0,3,2,1,4.0,2.0,3,3,1298.0,4,0.0,190.0,1488.0,0,4,1,0,1488,0,0,1488,1.0,0.0,2,0,2,1,3,6,0,1,3.0,0,2004.0,2.0,2.0,506.0,2.0,2.0,1,168,50,0,0,0,0,-1.0,-1,-1,0,3,2010,0,0,260000
94,95,533208090,160,3,39.0,3515,0,0.0,0,0,0,0,0,4,0,0,3,1,7,5,2004,2004,1,0,1,1,-1,0.0,3,2,1,3.0,2.0,1,4,0.0,4,0.0,840.0,840.0,0,4,1,0,840,840,0,1680,0.0,0.0,2,1,2,1,3,3,0,0,-1.0,0,2004.0,1.0,2.0,588.0,2.0,2.0,1,0,111,0,0,0,0,-1.0,-1,-1,0,1,2010,0,0,190000
95,96,533210060,160,3,30.0,3215,0,0.0,0,0,0,0,0,4,0,0,3,1,7,5,2004,2004,1,0,6,7,2,120.0,3,2,1,3.0,2.0,3,3,280.0,4,0.0,320.0,600.0,0,4,1,0,600,600,0,1200,0.0,0.0,2,1,2,1,3,4,0,0,-1.0,3,2004.0,1.0,2.0,480.0,2.0,2.0,1,0,172,0,0,0,0,-1.0,-1,-1,0,4,2010,5,0,155000
96,97,533212010,160,3,30.0,3182,0,0.0,0,0,0,0,0,4,0,0,3,1,7,5,2004,2005,1,0,6,7,-1,0.0,3,2,1,3.0,2.0,1,4,0.0,4,0.0,600.0,600.0,0,4,1,0,600,600,0,1200,0.0,0.0,2,1,2,1,3,4,0,0,-1.0,3,2004.0,1.0,2.0,480.0,2.0,2.0,1,0,172,0,0,0,0,-1.0,-1,-1,0,6,2010,0,0,151000
97,98,533212020,160,3,24.0,2544,0,0.0,0,0,0,0,0,4,0,0,4,1,7,5,2004,2005,1,0,6,7,-1,0.0,3,2,1,3.0,2.0,1,3,368.0,2,42.0,190.0,600.0,0,4,1,0,600,600,0,1200,1.0,0.0,2,1,2,1,3,4,0,0,-1.0,3,2004.0,1.0,2.0,480.0,2.0,2.0,1,0,172,0,0,0,0,-1.0,-1,-1,0,2,2010,0,0,149500
98,99,533212060,160,3,24.0,2544,0,0.0,0,0,0,0,0,4,0,0,4,1,6,5,2005,2005,1,0,1,1,2,216.0,3,2,1,3.0,2.0,1,3,376.0,4,0.0,224.0,600.0,0,4,1,0,600,636,0,1236,1.0,0.0,2,1,2,1,3,4,0,0,-1.0,3,2005.0,1.0,2.0,480.0,2.0,2.0,1,0,166,0,0,0,0,-1.0,-1,-1,0,5,2010,0,0,152000
102,103,533223020,160,3,24.0,2572,0,-1.0,0,0,0,3,0,4,0,0,4,1,7,5,1999,1999,0,0,6,7,-1,0.0,3,2,1,3.0,2.0,1,2,604.0,4,0.0,92.0,696.0,0,4,1,0,696,720,0,1416,1.0,0.0,2,1,3,1,3,6,0,0,-1.0,3,1999.0,0.0,2.0,484.0,2.0,2.0,1,0,44,0,0,0,0,-1.0,-1,-1,0,5,2010,0,0,155000
104,105,533238045,20,3,57.0,12853,0,0.0,1,0,0,0,0,4,0,0,0,0,8,5,2010,2010,1,0,3,4,-1,0.0,3,2,1,4.0,0.0,1,3,1032.0,4,0.0,610.0,1642.0,0,4,1,0,1418,0,0,1418,1.0,0.0,1,1,1,1,3,6,0,1,3.0,0,2010.0,1.0,3.0,852.0,2.0,2.0,1,160,192,0,224,0,0,-1.0,-1,-1,0,4,2010,1,1,267916
105,106,533244030,60,3,68.0,7379,0,-1.0,1,0,0,0,0,4,0,0,0,1,8,5,2000,2000,1,0,1,1,-1,0.0,3,2,1,3.0,2.0,1,3,484.0,4,0.0,491.0,975.0,0,4,1,0,975,873,0,1848,1.0,0.0,2,1,3,1,3,7,0,1,2.0,0,2000.0,1.0,2.0,592.0,2.0,2.0,1,280,184,0,0,0,0,-1.0,-1,-1,0,4,2010,0,0,254000
106,107,533253060,120,6,30.0,4420,0,-1.0,1,0,0,2,0,12,0,0,3,0,8,5,1980,1980,1,0,2,2,-1,0.0,3,2,0,3.0,2.0,0,3,728.0,4,0.0,0.0,728.0,0,2,1,0,788,0,0,788,1.0,0.0,1,0,1,1,3,3,0,1,2.0,3,1980.0,2.0,2.0,484.0,2.0,2.0,1,133,42,0,0,0,0,-1.0,-1,-1,0,6,2010,0,0,155000
107,108,533253210,120,6,40.0,3880,0,-1.0,1,0,0,0,0,12,0,0,4,0,8,6,1978,1978,1,0,2,0,-1,0.0,3,2,0,3.0,2.0,0,3,1052.0,4,0.0,174.0,1226.0,0,2,1,0,1226,0,0,1226,1.0,0.0,1,0,1,1,3,4,0,1,2.0,0,1978.0,2.0,2.0,484.0,2.0,2.0,1,223,78,0,0,0,0,-1.0,-1,-1,0,1,2010,0,0,206000
109,110,534102025,20,3,80.0,8000,0,-1.0,0,0,0,0,0,4,0,0,0,0,7,5,2002,2002,1,0,1,1,-1,0.0,3,2,1,3.0,2.0,1,3,833.0,4,0.0,659.0,1492.0,0,4,1,0,1492,0,0,1492,1.0,0.0,2,0,3,1,3,6,0,1,3.0,0,2002.0,1.0,2.0,596.0,2.0,2.0,1,277,137,0,0,0,0,-1.0,-1,-1,0,4,2010,0,0,230000
111,112,534151175,60,6,80.0,10791,0,-1.0,0,0,0,0,0,3,0,0,0,1,6,5,1993,1993,1,0,6,7,-1,0.0,2,2,1,3.0,2.0,2,3,1137.0,4,0.0,143.0,1280.0,0,4,1,0,1280,1215,0,2495,1.0,0.0,2,1,4,1,3,9,0,1,2.0,0,1993.0,0.0,2.0,660.0,2.0,2.0,1,224,32,0,0,0,0,-1.0,-1,-1,0,3,2010,0,0,243500
114,115,534152100,60,6,80.0,10421,0,-1.0,0,0,0,0,0,3,0,0,0,1,7,5,1988,1988,1,0,4,5,2,42.0,2,2,0,3.0,2.0,1,3,394.0,4,0.0,586.0,980.0,0,2,1,0,980,734,0,1714,0.0,0.0,2,1,3,1,2,7,0,1,2.0,0,1988.0,0.0,2.0,496.0,2.0,2.0,1,228,66,156,0,0,0,-1.0,1,2,500,3,2010,0,0,196500
115,116,534176060,20,6,78.0,9360,0,-1.0,0,0,0,0,0,3,0,0,0,0,6,7,1972,2006,0,0,5,0,-1,0.0,2,2,0,2.0,2.0,1,2,982.0,4,0.0,179.0,1161.0,0,2,1,0,1381,0,0,1381,1.0,0.0,1,1,3,1,3,5,0,1,2.0,0,1972.0,1.0,2.0,676.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,3,2010,0,0,197500
116,117,534176230,60,6,80.0,9600,0,-1.0,0,0,0,0,0,3,0,0,0,1,6,6,1971,1971,1,0,6,7,-1,0.0,2,2,0,2.0,2.0,1,2,329.0,4,0.0,386.0,715.0,0,2,1,0,930,715,0,1645,0.0,0.0,1,2,4,1,2,7,0,0,-1.0,0,1971.0,1.0,2.0,441.0,2.0,2.0,1,0,78,0,0,0,0,-1.0,3,-1,0,6,2010,0,0,171000
117,118,534202160,20,6,80.0,9600,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,5,1966,1966,0,0,1,1,2,172.0,2,2,0,2.0,2.0,1,1,698.0,4,0.0,534.0,1232.0,0,2,1,0,1232,0,0,1232,1.0,0.0,1,1,3,1,2,6,0,0,-1.0,0,1966.0,1.0,2.0,490.0,2.0,2.0,1,0,224,0,0,0,0,-1.0,-1,-1,0,4,2010,0,0,142250
120,121,534401110,20,6,90.0,9900,0,-1.0,0,0,0,1,0,0,0,0,0,0,5,5,1966,1966,0,0,4,5,-1,0.0,2,2,1,3.0,2.0,1,0,1059.0,4,0.0,150.0,1209.0,0,3,1,0,1209,0,0,1209,1.0,0.0,1,0,3,1,2,6,0,0,-1.0,0,1966.0,1.0,2.0,504.0,2.0,2.0,1,0,0,120,0,0,0,-1.0,-1,-1,0,4,2010,5,0,159000
121,122,534401140,20,6,88.0,9680,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,6,1967,1967,1,0,2,0,2,268.0,2,2,0,2.0,2.0,1,0,1010.0,4,0.0,500.0,1510.0,0,4,1,0,1510,0,0,1510,1.0,0.0,2,0,3,1,3,6,0,0,-1.0,0,1967.0,1.0,2.0,517.0,2.0,2.0,1,0,40,0,0,204,0,-1.0,2,-1,0,4,2010,0,0,178900
124,125,534425310,85,6,80.0,8800,0,-1.0,0,0,0,0,0,0,1,0,0,3,6,7,1963,1963,1,0,6,7,2,156.0,2,3,1,2.0,2.0,0,3,763.0,4,0.0,173.0,936.0,0,4,1,0,1054,0,0,1054,1.0,0.0,1,0,3,1,3,6,0,0,-1.0,0,1963.0,1.0,2.0,480.0,2.0,2.0,1,120,0,0,0,0,0,-1.0,1,-1,0,5,2010,0,3,137500
126,127,534430080,20,6,68.0,9717,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,6,1950,1996,0,0,6,7,-1,0.0,2,2,0,2.0,2.0,2,3,49.0,1,1029.0,0.0,1078.0,0,3,1,1,1078,0,0,1078,1.0,0.0,1,0,2,1,3,5,0,0,-1.0,0,1950.0,0.0,1.0,240.0,2.0,2.0,1,366,0,112,0,0,0,-1.0,-1,-1,0,4,2010,0,0,142125
127,128,534431050,50,6,68.0,9724,0,-1.0,0,0,0,0,0,0,0,0,0,2,5,7,1952,2002,1,0,6,7,2,265.0,3,2,0,2.0,2.0,1,5,670.0,4,0.0,470.0,1140.0,0,3,1,0,1929,532,0,2461,0.0,0.0,2,0,3,1,2,7,3,2,3.0,3,1994.0,0.0,2.0,400.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,3,-1,0,3,2010,0,0,197600
128,129,534431070,50,6,120.0,17360,0,-1.0,0,0,0,1,0,0,5,0,0,2,6,6,1949,1950,1,0,6,7,0,340.0,2,3,0,2.0,2.0,1,1,300.0,4,0.0,482.0,782.0,0,2,1,0,1019,537,0,1556,0.0,0.0,2,0,3,1,2,6,0,1,3.0,0,1949.0,0.0,2.0,470.0,2.0,2.0,1,0,0,150,0,0,0,-1.0,-1,-1,0,1,2010,0,0,172500
131,132,534475100,20,6,80.0,9920,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,5,1954,1954,1,0,4,5,0,110.0,2,2,0,2.0,2.0,1,1,354.0,5,290.0,412.0,1056.0,0,2,1,0,1063,0,0,1063,1.0,0.0,1,0,3,1,2,6,0,0,-1.0,0,1954.0,1.0,1.0,280.0,2.0,2.0,1,0,0,164,0,0,0,-1.0,1,-1,0,2,2010,0,0,128000
132,133,534476260,80,6,80.0,9600,0,-1.0,0,0,0,0,0,0,0,0,0,4,6,6,1955,1972,1,0,7,10,2,164.0,2,2,0,2.0,2.0,3,0,674.0,5,132.0,350.0,1156.0,0,4,1,0,1520,0,0,1520,1.0,0.0,1,0,3,1,2,7,0,2,3.0,2,1955.0,1.0,1.0,364.0,2.0,2.0,1,0,0,189,0,0,0,-1.0,-1,-1,0,3,2010,0,0,153000
133,134,534479320,20,6,78.0,7800,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,6,1954,1954,1,0,4,5,2,200.0,2,2,1,2.0,2.0,1,5,540.0,4,0.0,728.0,1268.0,0,3,1,0,1268,0,0,1268,0.0,0.0,1,0,2,1,2,7,0,1,3.0,0,1954.0,2.0,1.0,244.0,2.0,2.0,1,0,98,0,0,0,0,-1.0,-1,-1,0,3,2010,0,0,132000
134,135,535101020,85,6,75.0,11380,0,-1.0,1,0,0,0,0,0,0,0,0,3,6,8,1966,2008,1,0,4,5,2,216.0,2,2,0,2.0,2.0,0,3,944.0,4,0.0,136.0,1080.0,0,3,1,0,1128,0,0,1128,1.0,0.0,1,0,2,1,3,5,0,1,3.0,0,1966.0,0.0,1.0,315.0,2.0,2.0,1,238,0,0,0,0,0,-1.0,-1,2,1500,1,2010,0,0,178000
135,136,535106190,90,6,80.0,11600,0,-1.0,0,0,0,1,0,0,1,0,2,1,5,5,1960,1960,1,0,6,7,2,361.0,2,2,0,2.0,2.0,1,1,443.0,4,0.0,662.0,1105.0,0,2,1,1,1105,1169,0,2274,0.0,0.0,2,0,5,2,2,12,0,0,-1.0,3,1960.0,0.0,2.0,480.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,1,2010,0,0,154300
137,138,535126040,20,6,137.0,16492,0,-1.0,1,0,0,1,0,0,6,0,0,0,6,6,1966,2002,1,0,0,0,-1,0.0,3,2,0,2.0,2.0,1,2,247.0,1,713.0,557.0,1517.0,0,4,1,0,1888,0,0,1888,0.0,0.0,2,1,2,1,3,6,1,1,3.0,0,1966.0,2.0,2.0,578.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,6,2010,0,0,190000
138,139,535152010,90,6,70.0,8267,0,-1.0,0,0,0,1,0,0,1,0,2,0,5,5,1958,1958,1,0,4,5,-1,0.0,2,2,0,2.0,2.0,1,4,0.0,4,0.0,1604.0,1604.0,0,2,1,0,1604,0,0,1604,0.0,0.0,2,0,4,2,2,8,0,0,-1.0,0,1958.0,0.0,2.0,576.0,2.0,2.0,1,42,0,0,0,0,0,-1.0,-1,-1,0,3,2010,0,0,135000
139,140,535152050,20,6,70.0,8197,0,-1.0,0,0,0,0,0,0,0,0,0,0,7,5,2003,2009,1,0,1,1,2,506.0,3,2,1,3.0,2.0,1,3,1188.0,4,0.0,292.0,1480.0,0,4,1,0,1480,0,0,1480,1.0,0.0,2,0,3,1,3,7,0,0,-1.0,0,2003.0,1.0,2.0,620.0,2.0,2.0,1,252,73,0,0,0,0,-1.0,1,2,300,2,2010,0,0,214000
141,142,535152150,20,6,70.0,10552,0,-1.0,1,0,0,0,0,0,0,0,0,0,5,5,1959,1959,0,0,0,3,-1,0.0,2,2,0,2.0,2.0,1,1,1018.0,4,0.0,380.0,1398.0,0,3,1,0,1700,0,0,1700,0.0,1.0,1,1,4,1,3,6,0,1,3.0,0,1959.0,1.0,2.0,447.0,2.0,2.0,1,0,38,0,0,0,0,-1.0,-1,-1,0,4,2010,0,0,165500
142,143,535152250,20,6,70.0,8400,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,6,1957,1957,1,0,6,7,-1,0.0,2,3,0,2.0,2.0,1,1,922.0,4,0.0,392.0,1314.0,0,2,1,0,1314,0,0,1314,1.0,0.0,1,0,3,1,2,5,0,0,-1.0,0,1957.0,1.0,1.0,294.0,2.0,2.0,1,250,0,0,0,0,0,-1.0,-1,-1,0,6,2010,0,0,145000
143,144,535153070,20,6,73.0,8760,0,-1.0,0,0,0,0,0,0,0,0,0,0,6,6,1959,1959,0,0,6,7,2,220.0,2,2,0,2.0,2.0,1,4,0.0,4,0.0,1194.0,1194.0,0,2,1,0,1194,0,0,1194,1.0,0.0,1,0,3,1,2,6,0,0,-1.0,0,1959.0,1.0,1.0,312.0,2.0,2.0,1,0,0,120,0,0,0,-1.0,-1,-1,0,4,2010,0,0,148000
145,146,535175070,20,6,73.0,9300,0,-1.0,0,0,0,0,0,0,1,0,0,0,5,5,1960,1960,1,0,6,5,2,324.0,2,2,0,2.0,2.0,1,1,697.0,4,0.0,571.0,1268.0,0,2,1,0,1264,0,0,1264,1.0,0.0,1,0,3,1,2,6,0,2,3.0,0,1960.0,0.0,2.0,461.0,2.0,2.0,1,0,0,0,0,143,0,-1.0,-1,-1,0,4,2010,0,0,167500
146,147,535175180,20,6,87.0,10725,0,-1.0,1,0,0,0,0,0,0,0,0,0,5,5,1959,1959,0,0,6,7,2,91.0,2,2,0,2.0,2.0,1,1,936.0,4,0.0,270.0,1206.0,0,1,1,0,1206,0,0,1206,0.0,0.0,1,0,3,1,2,6,0,0,-1.0,0,1959.0,1.0,1.0,312.0,2.0,2.0,1,0,21,0,0,0,0,-1.0,-1,-1,0,5,2010,0,0,108538
147,148,535179020,20,6,80.0,10032,0,-1.0,0,0,0,0,0,0,0,0,0,0,6,5,1959,1959,1,0,2,2,0,432.0,2,2,0,2.0,2.0,1,1,734.0,4,0.0,510.0,1244.0,0,4,1,0,1580,0,0,1580,1.0,0.0,1,1,3,1,2,6,0,2,3.0,0,1956.0,0.0,2.0,440.0,2.0,2.0,1,0,28,0,0,160,0,-1.0,3,-1,0,6,2010,0,0,159500
148,149,535180130,50,6,60.0,8382,0,-1.0,0,0,0,0,0,0,0,0,0,2,4,5,1956,1956,1,0,6,7,-1,0.0,2,2,0,2.0,2.0,1,4,0.0,4,0.0,832.0,832.0,0,2,1,1,832,505,0,1337,0.0,0.0,1,0,3,1,2,5,0,0,-1.0,0,1956.0,0.0,1.0,263.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,2,2010,0,0,108000
149,150,535302080,20,6,60.0,10950,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,7,1952,1952,1,0,8,6,-1,0.0,2,2,0,2.0,2.0,1,0,339.0,4,0.0,525.0,864.0,0,2,1,0,1064,0,0,1064,0.0,1.0,1,0,2,1,1,4,0,0,-1.0,3,1952.0,0.0,1.0,318.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,5,2010,0,0,135000
